agent_action;agent_location;agentnr_victims;agentscore;human_action;human_location;humannr_victims;humanscore;world_nr;tick_nr
;(27, 21);0;0;MoveEast;(10, 6);0;0;1;106
;(27, 21);0;0;MoveEast;(11, 6);0;0;1;107
;(27, 21);0;0;;(11, 6);0;0;1;108
;(27, 21);0;0;;(11, 6);0;0;1;109
;(27, 21);0;0;;(11, 6);0;0;1;110
;(27, 21);0;0;;(11, 6);0;0;1;111
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;112
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;113
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;114
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;115
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;116
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;117
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;118
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;119
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;120
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;121
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;122
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;123
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;124
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;125
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;126
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;127
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;128
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;129
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;130
;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;131
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;132
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;133
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;134
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;135
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;136
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;137
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;138
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;139
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;140
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;141
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;142
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;143
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;144
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;145
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;146
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;147
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;148
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;149
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;150
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;151
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;152
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;153
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;154
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;155
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;156
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;157
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;158
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;159
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;160
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;161
RemoveObject;(27, 21);0;0;RemoveObject;(11, 6);0;0;1;162
RemoveObject;(27, 21);0;0;;(11, 6);0;0;1;163
RemoveObject;(27, 21);0;0;;(11, 6);0;0;1;164
RemoveObject;(27, 21);0;0;;(11, 6);0;0;1;165
RemoveObject;(27, 21);0;0;;(11, 6);0;0;1;166
RemoveObject;(27, 21);0;0;;(11, 6);0;0;1;167
RemoveObject;(27, 21);0;0;;(11, 6);0;0;1;168
RemoveObject;(27, 21);0;0;;(11, 6);0;0;1;169
RemoveObject;(27, 21);0;0;;(11, 6);0;0;1;170
RemoveObject;(27, 21);0;0;;(11, 6);0;0;1;171
RemoveObject;(27, 21);0;0;;(11, 6);0;0;1;172
RemoveObject;(27, 21);0;0;;(11, 6);0;0;1;173
RemoveObject;(27, 21);0;0;;(11, 6);0;0;1;174
RemoveObject;(27, 21);0;0;;(11, 6);0;0;1;175
RemoveObject;(27, 21);0;0;;(11, 6);0;0;1;176
RemoveObject;(27, 21);0;0;;(11, 6);0;0;1;177
RemoveObject;(27, 21);0;0;;(11, 6);0;0;1;178
RemoveObject;(27, 21);0;0;;(11, 6);0;0;1;179
RemoveObject;(27, 21);0;0;MoveNorth;(11, 6);0;0;1;180
RemoveObject;(27, 21);0;0;MoveNorth;(11, 5);0;0;1;181
RemoveObject;(27, 21);0;0;;(11, 5);0;0;1;182
RemoveObject;(27, 21);0;0;MoveNorth;(11, 5);0;0;1;183
RemoveObject;(27, 21);0;0;MoveNorth;(11, 4);0;0;1;184
RemoveObject;(27, 21);0;0;MoveNorth;(11, 4);0;0;1;185
RemoveObject;(27, 21);0;0;MoveNorth;(11, 3);0;0;1;186
RemoveObject;(27, 21);0;0;;(11, 3);0;0;1;187
RemoveObject;(27, 21);0;0;;(11, 3);0;0;1;188
RemoveObject;(27, 21);0;0;;(11, 3);0;0;1;189
RemoveObject;(27, 21);0;0;;(11, 3);0;0;1;190
RemoveObject;(27, 21);0;0;;(11, 3);0;0;1;191
RemoveObject;(27, 21);0;0;;(11, 3);0;0;1;192
RemoveObject;(27, 21);0;0;;(11, 3);0;0;1;193
RemoveObject;(27, 21);0;0;;(11, 3);0;0;1;194
RemoveObject;(27, 21);0;0;;(11, 3);0;0;1;195
RemoveObject;(27, 21);0;0;MoveSouth;(11, 3);0;0;1;196
RemoveObject;(27, 21);0;0;MoveSouth;(11, 4);0;0;1;197
RemoveObject;(27, 21);0;0;;(11, 4);0;0;1;198
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;199
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;200
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;201
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;202
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;203
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;204
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;205
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;206
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;207
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;208
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;209
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;210
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;211
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;212
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;213
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;214
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;215
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;216
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;217
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;218
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;219
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;220
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;221
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;222
RemoveObject;(27, 21);0;0;CarryObject;(11, 4);0;0;1;223
