agent_action;agent_location;human_action;human_location;world_nr;tick_nr
;(13, 19);RemoveObjectTogether;(13, 19);1;1180
;(13, 19);RemoveObjectTogether;(13, 19);1;1181
;(13, 19);RemoveObjectTogether;(13, 19);1;1182
;(13, 19);RemoveObjectTogether;(13, 19);1;1183
;(13, 19);RemoveObjectTogether;(13, 19);1;1184
;(13, 19);RemoveObjectTogether;(13, 19);1;1185
;(13, 19);RemoveObjectTogether;(13, 19);1;1186
;(13, 19);RemoveObjectTogether;(13, 19);1;1187
;(13, 19);RemoveObjectTogether;(13, 19);1;1188
;(13, 19);;(13, 19);1;1189
;(13, 19);;(13, 19);1;1190
MoveEast;(14, 19);;(13, 19);1;1191
MoveEast;(15, 19);;(13, 19);1;1192
;(15, 19);;(13, 19);1;1193
MoveSouthEast;(16, 20);;(13, 19);1;1194
;(16, 20);;(13, 19);1;1195
MoveNorthEast;(17, 19);;(13, 19);1;1196
;(17, 19);;(13, 19);1;1197
MoveSouthEast;(18, 20);;(13, 19);1;1198
;(18, 20);;(13, 19);1;1199
;(18, 20);;(13, 19);1;1200
;(18, 20);;(13, 19);1;1201
MoveNorthWest;(18, 20);;(13, 19);1;1202
MoveNorthWest;(18, 20);;(13, 19);1;1203
MoveNorthWest;(18, 20);;(13, 19);1;1204
MoveNorthWest;(18, 20);;(13, 19);1;1205
MoveNorthWest;(18, 20);;(13, 19);1;1206
MoveNorthWest;(17, 19);;(13, 19);1;1207
MoveWest;(17, 19);;(13, 19);1;1208
MoveWest;(17, 19);;(13, 19);1;1209
MoveWest;(17, 19);;(13, 19);1;1210
MoveWest;(17, 19);;(13, 19);1;1211
MoveWest;(17, 19);;(13, 19);1;1212
MoveWest;(16, 19);;(13, 19);1;1213
MoveWest;(16, 19);;(13, 19);1;1214
MoveWest;(16, 19);;(13, 19);1;1215
MoveWest;(16, 19);;(13, 19);1;1216
MoveWest;(16, 19);;(13, 19);1;1217
MoveWest;(16, 19);;(13, 19);1;1218
MoveWest;(15, 19);;(13, 19);1;1219
MoveWest;(15, 19);;(13, 19);1;1220
MoveWest;(15, 19);;(13, 19);1;1221
MoveWest;(15, 19);;(13, 19);1;1222
MoveWest;(15, 19);;(13, 19);1;1223
MoveWest;(15, 19);;(13, 19);1;1224
MoveWest;(14, 19);;(13, 19);1;1225
MoveNorthWest;(14, 19);;(13, 19);1;1226
MoveNorthWest;(14, 19);;(13, 19);1;1227
MoveNorthWest;(14, 19);;(13, 19);1;1228
MoveNorthWest;(14, 19);MoveEast;(13, 19);1;1229
MoveNorthWest;(14, 19);MoveEast;(14, 19);1;1230
MoveNorthWest;(13, 18);;(14, 19);1;1231
MoveNorthEast;(13, 18);;(14, 19);1;1232
MoveNorthEast;(13, 18);MoveEast;(14, 19);1;1233
MoveNorthEast;(13, 18);MoveEast;(15, 19);1;1234
MoveNorthEast;(13, 18);;(15, 19);1;1235
MoveNorthEast;(13, 18);MoveEast;(15, 19);1;1236
MoveNorthEast;(14, 17);MoveEast;(16, 19);1;1237
MoveNorth;(14, 17);;(16, 19);1;1238
MoveNorth;(14, 17);;(16, 19);1;1239
MoveNorth;(14, 17);MoveEast;(16, 19);1;1240
MoveNorth;(14, 17);MoveEast;(17, 19);1;1241
MoveNorth;(14, 17);;(17, 19);1;1242
MoveNorth;(14, 16);MoveEast;(17, 19);1;1243
MoveNorth;(14, 16);MoveEast;(18, 19);1;1244
MoveNorth;(14, 16);;(18, 19);1;1245
MoveNorth;(14, 16);;(18, 19);1;1246
MoveNorth;(14, 16);;(18, 19);1;1247
MoveNorth;(14, 16);;(18, 19);1;1248
MoveNorth;(14, 15);;(18, 19);1;1249
MoveNorth;(14, 15);;(18, 19);1;1250
MoveNorth;(14, 15);;(18, 19);1;1251
MoveNorth;(14, 15);;(18, 19);1;1252
MoveNorth;(14, 15);;(18, 19);1;1253
MoveNorth;(14, 15);MoveSouth;(18, 19);1;1254
MoveNorth;(14, 14);MoveSouth;(18, 20);1;1255
MoveNorth;(14, 14);;(18, 20);1;1256
MoveNorth;(14, 14);;(18, 20);1;1257
MoveNorth;(14, 14);;(18, 20);1;1258
MoveNorth;(14, 14);MoveWest;(18, 20);1;1259
MoveNorth;(14, 14);MoveWest;(17, 20);1;1260
MoveNorth;(14, 13);;(17, 20);1;1261
MoveNorthEast;(14, 13);MoveWest;(17, 20);1;1262
MoveNorthEast;(14, 13);MoveWest;(16, 20);1;1263
MoveNorthEast;(14, 13);;(16, 20);1;1264
MoveNorthEast;(14, 13);MoveWest;(16, 20);1;1265
MoveNorthEast;(14, 13);MoveWest;(15, 20);1;1266
MoveNorthEast;(15, 12);;(15, 20);1;1267
MoveEast;(15, 12);;(15, 20);1;1268
MoveEast;(15, 12);MoveNorth;(15, 20);1;1269
MoveEast;(15, 12);MoveNorth;(15, 19);1;1270
MoveEast;(15, 12);;(15, 19);1;1271
MoveEast;(15, 12);;(15, 19);1;1272
MoveEast;(16, 12);;(15, 19);1;1273
MoveEast;(16, 12);;(15, 19);1;1274
MoveEast;(16, 12);;(15, 19);1;1275
MoveEast;(16, 12);MoveEast;(15, 19);1;1276
MoveEast;(16, 12);MoveEast;(16, 19);1;1277
MoveEast;(16, 12);;(16, 19);1;1278
MoveEast;(17, 12);MoveEast;(16, 19);1;1279
MoveEast;(17, 12);MoveEast;(17, 19);1;1280
MoveEast;(17, 12);;(17, 19);1;1281
MoveEast;(17, 12);MoveEast;(17, 19);1;1282
MoveEast;(17, 12);MoveEast;(18, 19);1;1283
MoveEast;(17, 12);;(18, 19);1;1284
MoveEast;(18, 12);;(18, 19);1;1285
;(18, 12);;(18, 19);1;1286
;(18, 12);;(18, 19);1;1287
;(18, 12);;(18, 19);1;1288
;(18, 12);;(18, 19);1;1289
;(18, 12);;(18, 19);1;1290
;(18, 12);;(18, 19);1;1291
;(18, 12);;(18, 19);1;1292
;(18, 12);;(18, 19);1;1293
;(18, 12);;(18, 19);1;1294
;(18, 12);;(18, 19);1;1295
;(18, 12);;(18, 19);1;1296
;(18, 12);;(18, 19);1;1297
;(18, 12);;(18, 19);1;1298
;(18, 12);;(18, 19);1;1299
;(18, 12);;(18, 19);1;1300
;(18, 12);MoveSouth;(18, 19);1;1301
;(18, 12);MoveSouth;(18, 20);1;1302
;(18, 12);;(18, 20);1;1303
;(18, 12);;(18, 20);1;1304
;(18, 12);;(18, 20);1;1305
;(18, 12);;(18, 20);1;1306
;(18, 12);;(18, 20);1;1307
;(18, 12);MoveWest;(18, 20);1;1308
;(18, 12);MoveWest;(17, 20);1;1309
;(18, 12);;(17, 20);1;1310
;(18, 12);MoveWest;(17, 20);1;1311
;(18, 12);MoveWest;(16, 20);1;1312
;(18, 12);;(16, 20);1;1313
;(18, 12);MoveWest;(16, 20);1;1314
;(18, 12);MoveWest;(15, 20);1;1315
;(18, 12);;(15, 20);1;1316
;(18, 12);MoveWest;(15, 20);1;1317
;(18, 12);MoveWest;(15, 20);1;1318
;(18, 12);;(15, 20);1;1319
;(18, 12);;(15, 20);1;1320
;(18, 12);;(15, 20);1;1321
;(18, 12);;(15, 20);1;1322
;(18, 12);MoveNorth;(15, 20);1;1323
;(18, 12);MoveNorth;(15, 19);1;1324
;(18, 12);;(15, 19);1;1325
;(18, 12);;(15, 19);1;1326
;(18, 12);;(15, 19);1;1327
;(18, 12);;(15, 19);1;1328
;(18, 12);;(15, 19);1;1329
;(18, 12);;(15, 19);1;1330
;(18, 12);;(15, 19);1;1331
;(18, 12);;(15, 19);1;1332
;(18, 12);;(15, 19);1;1333
;(18, 12);;(15, 19);1;1334
;(18, 12);MoveWest;(15, 19);1;1335
;(18, 12);MoveWest;(14, 19);1;1336
;(18, 12);;(14, 19);1;1337
;(18, 12);MoveWest;(14, 19);1;1338
;(18, 12);MoveWest;(13, 19);1;1339
;(18, 12);;(13, 19);1;1340
;(18, 12);;(13, 19);1;1341
;(18, 12);;(13, 19);1;1342
;(18, 12);MoveWest;(13, 19);1;1343
;(18, 12);MoveWest;(12, 19);1;1344
;(18, 12);;(12, 19);1;1345
;(18, 12);;(12, 19);1;1346
;(18, 12);MoveNorth;(12, 19);1;1347
;(18, 12);MoveNorth;(12, 18);1;1348
;(18, 12);;(12, 18);1;1349
;(18, 12);;(12, 18);1;1350
;(18, 12);MoveNorth;(12, 18);1;1351
;(18, 12);MoveNorth;(12, 18);1;1352
;(18, 12);;(12, 18);1;1353
;(18, 12);;(12, 18);1;1354
;(18, 12);MoveEast;(12, 18);1;1355
;(18, 12);MoveEast;(13, 18);1;1356
;(18, 12);;(13, 18);1;1357
;(18, 12);;(13, 18);1;1358
;(18, 12);;(13, 18);1;1359
;(18, 12);;(13, 18);1;1360
;(18, 12);MoveNorth;(13, 18);1;1361
;(18, 12);MoveNorth;(13, 17);1;1362
;(18, 12);;(13, 17);1;1363
;(18, 12);MoveNorth;(13, 17);1;1364
;(18, 12);MoveNorth;(13, 16);1;1365
;(18, 12);;(13, 16);1;1366
;(18, 12);MoveNorth;(13, 16);1;1367
;(18, 12);MoveNorth;(13, 15);1;1368
;(18, 12);;(13, 15);1;1369
;(18, 12);MoveNorth;(13, 15);1;1370
;(18, 12);MoveNorth;(13, 14);1;1371
;(18, 12);;(13, 14);1;1372
;(18, 12);MoveNorth;(13, 14);1;1373
;(18, 12);MoveNorth;(13, 13);1;1374
;(18, 12);;(13, 13);1;1375
;(18, 12);;(13, 13);1;1376
;(18, 12);MoveNorth;(13, 13);1;1377
;(18, 12);MoveNorth;(13, 12);1;1378
;(18, 12);;(13, 12);1;1379
;(18, 12);MoveEast;(13, 12);1;1380
;(18, 12);MoveEast;(14, 12);1;1381
;(18, 12);;(14, 12);1;1382
;(18, 12);;(14, 12);1;1383
;(18, 12);MoveEast;(14, 12);1;1384
;(18, 12);MoveEast;(15, 12);1;1385
;(18, 12);;(15, 12);1;1386
;(18, 12);MoveEast;(15, 12);1;1387
;(18, 12);MoveEast;(16, 12);1;1388
;(18, 12);;(16, 12);1;1389
;(18, 12);MoveEast;(16, 12);1;1390
;(18, 12);MoveEast;(17, 12);1;1391
;(18, 12);;(17, 12);1;1392
;(18, 12);;(17, 12);1;1393
;(18, 12);;(17, 12);1;1394
;(18, 12);;(17, 12);1;1395
;(18, 12);;(17, 12);1;1396
;(18, 12);;(17, 12);1;1397
;(18, 12);;(17, 12);1;1398
;(18, 12);;(17, 12);1;1399
;(18, 12);;(17, 12);1;1400
;(18, 12);;(17, 12);1;1401
;(18, 12);;(17, 12);1;1402
;(18, 12);;(17, 12);1;1403
;(18, 12);;(17, 12);1;1404
;(18, 12);;(17, 12);1;1405
;(18, 12);;(17, 12);1;1406
;(18, 12);;(17, 12);1;1407
;(18, 12);;(17, 12);1;1408
;(18, 12);;(17, 12);1;1409
;(18, 12);;(17, 12);1;1410
;(18, 12);;(17, 12);1;1411
;(18, 12);;(17, 12);1;1412
;(18, 12);;(17, 12);1;1413
;(18, 12);;(17, 12);1;1414
;(18, 12);;(17, 12);1;1415
;(18, 12);;(17, 12);1;1416
;(18, 12);;(17, 12);1;1417
;(18, 12);;(17, 12);1;1418
;(18, 12);;(17, 12);1;1419
;(18, 12);;(17, 12);1;1420
;(18, 12);;(17, 12);1;1421
;(18, 12);;(17, 12);1;1422
;(18, 12);;(17, 12);1;1423
;(18, 12);;(17, 12);1;1424
;(18, 12);;(17, 12);1;1425
;(18, 12);;(17, 12);1;1426
;(18, 12);;(17, 12);1;1427
;(18, 12);;(17, 12);1;1428
;(18, 12);;(17, 12);1;1429
;(18, 12);;(17, 12);1;1430
;(18, 12);;(17, 12);1;1431
;(18, 12);;(17, 12);1;1432
;(18, 12);;(17, 12);1;1433
;(18, 12);;(17, 12);1;1434
;(18, 12);;(17, 12);1;1435
;(18, 12);;(17, 12);1;1436
;(18, 12);;(17, 12);1;1437
;(18, 12);;(17, 12);1;1438
;(18, 12);;(17, 12);1;1439
;(18, 12);;(17, 12);1;1440
;(18, 12);;(17, 12);1;1441
;(18, 12);;(17, 12);1;1442
;(18, 12);;(17, 12);1;1443
;(18, 12);;(17, 12);1;1444
;(18, 12);;(17, 12);1;1445
;(18, 12);;(17, 12);1;1446
;(18, 12);;(17, 12);1;1447
;(18, 12);;(17, 12);1;1448
;(18, 12);;(17, 12);1;1449
;(18, 12);;(17, 12);1;1450
;(18, 12);;(17, 12);1;1451
;(18, 12);;(17, 12);1;1452
;(18, 12);;(17, 12);1;1453
;(18, 12);;(17, 12);1;1454
;(18, 12);;(17, 12);1;1455
;(18, 12);;(17, 12);1;1456
;(18, 12);;(17, 12);1;1457
;(18, 12);;(17, 12);1;1458
;(18, 12);;(17, 12);1;1459
;(18, 12);;(17, 12);1;1460
;(18, 12);;(17, 12);1;1461
;(18, 12);;(17, 12);1;1462
;(18, 12);;(17, 12);1;1463
;(18, 12);;(17, 12);1;1464
;(18, 12);;(17, 12);1;1465
;(18, 12);;(17, 12);1;1466
;(18, 12);;(17, 12);1;1467
;(18, 12);;(17, 12);1;1468
;(18, 12);;(17, 12);1;1469
;(18, 12);;(17, 12);1;1470
;(18, 12);;(17, 12);1;1471
;(18, 12);;(17, 12);1;1472
;(18, 12);;(17, 12);1;1473
;(18, 12);;(17, 12);1;1474
;(18, 12);;(17, 12);1;1475
;(18, 12);;(17, 12);1;1476
;(18, 12);;(17, 12);1;1477
;(18, 12);;(17, 12);1;1478
;(18, 12);;(17, 12);1;1479
;(18, 12);;(17, 12);1;1480
;(18, 12);;(17, 12);1;1481
;(18, 12);;(17, 12);1;1482
;(18, 12);;(17, 12);1;1483
;(18, 12);;(17, 12);1;1484
;(18, 12);;(17, 12);1;1485
;(18, 12);;(17, 12);1;1486
;(18, 12);;(17, 12);1;1487
;(18, 12);;(17, 12);1;1488
;(18, 12);;(17, 12);1;1489
;(18, 12);;(17, 12);1;1490
;(18, 12);;(17, 12);1;1491
;(18, 12);;(17, 12);1;1492
;(18, 12);;(17, 12);1;1493
;(18, 12);;(17, 12);1;1494
;(18, 12);;(17, 12);1;1495
;(18, 12);;(17, 12);1;1496
;(18, 12);;(17, 12);1;1497
;(18, 12);;(17, 12);1;1498
;(18, 12);;(17, 12);1;1499
;(18, 12);;(17, 12);1;1500
;(18, 12);;(17, 12);1;1501
;(18, 12);;(17, 12);1;1502
;(18, 12);;(17, 12);1;1503
;(18, 12);;(17, 12);1;1504
;(18, 12);;(17, 12);1;1505
;(18, 12);;(17, 12);1;1506
;(18, 12);;(17, 12);1;1507
;(18, 12);;(17, 12);1;1508
;(18, 12);;(17, 12);1;1509
;(18, 12);;(17, 12);1;1510
;(18, 12);;(17, 12);1;1511
;(18, 12);;(17, 12);1;1512
;(18, 12);;(17, 12);1;1513
;(18, 12);;(17, 12);1;1514
;(18, 12);;(17, 12);1;1515
;(18, 12);;(17, 12);1;1516
;(18, 12);;(17, 12);1;1517
;(18, 12);;(17, 12);1;1518
;(18, 12);;(17, 12);1;1519
;(18, 12);;(17, 12);1;1520
;(18, 12);;(17, 12);1;1521
;(18, 12);;(17, 12);1;1522
;(18, 12);;(17, 12);1;1523
;(18, 12);;(17, 12);1;1524
;(18, 12);;(17, 12);1;1525
;(18, 12);;(17, 12);1;1526
;(18, 12);;(17, 12);1;1527
;(18, 12);;(17, 12);1;1528
;(18, 12);;(17, 12);1;1529
;(18, 12);;(17, 12);1;1530
;(18, 12);;(17, 12);1;1531
;(18, 12);;(17, 12);1;1532
;(18, 12);;(17, 12);1;1533
;(18, 12);;(17, 12);1;1534
;(18, 12);;(17, 12);1;1535
;(18, 12);;(17, 12);1;1536
;(18, 12);;(17, 12);1;1537
;(18, 12);;(17, 12);1;1538
;(18, 12);;(17, 12);1;1539
;(18, 12);;(17, 12);1;1540
;(18, 12);;(17, 12);1;1541
;(18, 12);;(17, 12);1;1542
;(18, 12);;(17, 12);1;1543
;(18, 12);;(17, 12);1;1544
;(18, 12);;(17, 12);1;1545
;(18, 12);;(17, 12);1;1546
;(18, 12);;(17, 12);1;1547
;(18, 12);;(17, 12);1;1548
;(18, 12);;(17, 12);1;1549
;(18, 12);;(17, 12);1;1550
;(18, 12);;(17, 12);1;1551
;(18, 12);;(17, 12);1;1552
;(18, 12);;(17, 12);1;1553
;(18, 12);;(17, 12);1;1554
;(18, 12);;(17, 12);1;1555
;(18, 12);;(17, 12);1;1556
;(18, 12);;(17, 12);1;1557
;(18, 12);;(17, 12);1;1558
;(18, 12);;(17, 12);1;1559
;(18, 12);;(17, 12);1;1560
;(18, 12);;(17, 12);1;1561
;(18, 12);;(17, 12);1;1562
;(18, 12);;(17, 12);1;1563
;(18, 12);;(17, 12);1;1564
;(18, 12);;(17, 12);1;1565
;(18, 12);;(17, 12);1;1566
;(18, 12);;(17, 12);1;1567
;(18, 12);;(17, 12);1;1568
;(18, 12);;(17, 12);1;1569
