agent_action;agent_location;agentnr_victims;human_action;human_location;humannr_victims;world_nr;tick_nr
MoveNorth;(28, 19);0;MoveEast;(10, 10);0;1;121
MoveNorth;(28, 18);0;MoveEast;(11, 10);0;1;122
MoveNorthWest;(28, 18);0;;(11, 10);0;1;123
MoveNorthWest;(28, 18);0;MoveEast;(11, 10);0;1;124
MoveNorthWest;(28, 18);0;MoveEast;(12, 10);0;1;125
MoveNorthWest;(28, 18);0;;(12, 10);0;1;126
MoveNorthWest;(28, 18);0;MoveEast;(12, 10);0;1;127
MoveNorthWest;(28, 18);0;MoveEast;(13, 10);0;1;128
MoveNorthWest;(28, 18);0;;(13, 10);0;1;129
MoveNorthWest;(27, 17);0;MoveEast;(13, 10);0;1;130
MoveWest;(27, 17);0;MoveEast;(13, 10);0;1;131
MoveWest;(27, 17);0;;(13, 10);0;1;132
MoveWest;(27, 17);0;MoveSouth;(13, 10);0;1;133
MoveWest;(27, 17);0;MoveSouth;(13, 11);0;1;134
MoveWest;(27, 17);0;;(13, 11);0;1;135
MoveWest;(27, 17);0;;(13, 11);0;1;136
MoveWest;(27, 17);0;MoveSouth;(13, 11);0;1;137
MoveWest;(26, 17);0;MoveSouth;(13, 12);0;1;138
MoveWest;(26, 17);0;;(13, 12);0;1;139
MoveWest;(26, 17);0;MoveSouth;(13, 12);0;1;140
MoveWest;(26, 17);0;MoveSouth;(13, 13);0;1;141
MoveWest;(26, 17);0;;(13, 13);0;1;142
MoveWest;(26, 17);0;MoveEast;(13, 13);0;1;143
MoveWest;(26, 17);0;MoveEast;(14, 13);0;1;144
MoveWest;(26, 17);0;;(14, 13);0;1;145
MoveWest;(25, 17);0;;(14, 13);0;1;146
MoveWest;(25, 17);0;MoveEast;(14, 13);0;1;147
MoveWest;(25, 17);0;MoveEast;(14, 13);0;1;148
MoveWest;(25, 17);0;;(14, 13);0;1;149
MoveWest;(25, 17);0;MoveEast;(14, 13);0;1;150
MoveWest;(25, 17);0;MoveEast;(14, 13);0;1;151
MoveWest;(25, 17);0;;(14, 13);0;1;152
MoveWest;(25, 17);0;MoveEast;(14, 13);0;1;153
MoveWest;(24, 17);0;MoveEast;(14, 13);0;1;154
;(24, 17);0;;(14, 13);0;1;155
;(24, 17);0;MoveEast;(14, 13);0;1;156
;(24, 17);0;MoveEast;(14, 13);0;1;157
;(24, 17);0;;(14, 13);0;1;158
;(24, 17);0;MoveNorth;(14, 13);0;1;159
;(24, 17);0;MoveNorth;(14, 12);0;1;160
;(24, 17);0;;(14, 12);0;1;161
;(24, 17);0;;(14, 12);0;1;162
;(24, 17);0;;(14, 12);0;1;163
;(24, 17);0;MoveEast;(14, 12);0;1;164
;(24, 17);0;MoveEast;(15, 12);0;1;165
;(24, 17);0;;(15, 12);0;1;166
;(24, 17);0;MoveEast;(15, 12);0;1;167
;(24, 17);0;MoveEast;(16, 12);0;1;168
;(24, 17);0;;(16, 12);0;1;169
;(24, 17);0;MoveEast;(16, 12);0;1;170
;(24, 17);0;MoveEast;(17, 12);0;1;171
;(24, 17);0;;(17, 12);0;1;172
;(24, 17);0;MoveEast;(17, 12);0;1;173
;(24, 17);0;MoveEast;(18, 12);0;1;174
;(24, 17);0;;(18, 12);0;1;175
;(24, 17);0;MoveEast;(18, 12);0;1;176
;(24, 17);0;MoveEast;(19, 12);0;1;177
;(24, 17);0;MoveEast;(19, 12);0;1;178
;(24, 17);0;MoveEast;(20, 12);0;1;179
;(24, 17);0;;(20, 12);0;1;180
;(24, 17);0;;(20, 12);0;1;181
;(24, 17);0;MoveEast;(20, 12);0;1;182
;(24, 17);0;MoveEast;(21, 12);0;1;183
;(24, 17);0;;(21, 12);0;1;184
;(24, 17);0;;(21, 12);0;1;185
;(24, 17);0;;(21, 12);0;1;186
;(24, 17);0;;(21, 12);0;1;187
;(24, 17);0;;(21, 12);0;1;188
;(24, 17);0;;(21, 12);0;1;189
;(24, 17);0;;(21, 12);0;1;190
;(24, 17);0;;(21, 12);0;1;191
;(24, 17);0;;(21, 12);0;1;192
;(24, 17);0;;(21, 12);0;1;193
;(24, 17);0;;(21, 12);0;1;194
;(24, 17);0;;(21, 12);0;1;195
;(24, 17);0;;(21, 12);0;1;196
;(24, 17);0;;(21, 12);0;1;197
;(24, 17);0;;(21, 12);0;1;198
;(24, 17);0;;(21, 12);0;1;199
;(24, 17);0;;(21, 12);0;1;200
;(24, 17);0;;(21, 12);0;1;201
;(24, 17);0;;(21, 12);0;1;202
;(24, 17);0;;(21, 12);0;1;203
;(24, 17);0;;(21, 12);0;1;204
;(24, 17);0;;(21, 12);0;1;205
;(24, 17);0;;(21, 12);0;1;206
;(24, 17);0;;(21, 12);0;1;207
;(24, 17);0;;(21, 12);0;1;208
;(24, 17);0;;(21, 12);0;1;209
;(24, 17);0;;(21, 12);0;1;210
;(24, 17);0;;(21, 12);0;1;211
;(24, 17);0;;(21, 12);0;1;212
;(24, 17);0;;(21, 12);0;1;213
;(24, 17);0;;(21, 12);0;1;214
;(24, 17);0;;(21, 12);0;1;215
;(24, 17);0;;(21, 12);0;1;216
;(24, 17);0;;(21, 12);0;1;217
;(24, 17);0;;(21, 12);0;1;218
;(24, 17);0;;(21, 12);0;1;219
;(24, 17);0;;(21, 12);0;1;220
;(24, 17);0;;(21, 12);0;1;221
;(24, 17);0;;(21, 12);0;1;222
;(24, 17);0;;(21, 12);0;1;223
;(24, 17);0;;(21, 12);0;1;224
;(24, 17);0;;(21, 12);0;1;225
;(24, 17);0;;(21, 12);0;1;226
;(24, 17);0;;(21, 12);0;1;227
;(24, 17);0;;(21, 12);0;1;228
;(24, 17);0;;(21, 12);0;1;229
;(24, 17);0;;(21, 12);0;1;230
;(24, 17);0;;(21, 12);0;1;231
;(24, 17);0;;(21, 12);0;1;232
;(24, 17);0;;(21, 12);0;1;233
;(24, 17);0;;(21, 12);0;1;234
;(24, 17);0;;(21, 12);0;1;235
;(24, 17);0;;(21, 12);0;1;236
;(24, 17);0;;(21, 12);0;1;237
;(24, 17);0;;(21, 12);0;1;238
;(24, 17);0;;(21, 12);0;1;239
;(24, 17);0;;(21, 12);0;1;240
RemoveObject;(24, 17);0;;(21, 12);0;1;241
RemoveObject;(24, 17);0;;(21, 12);0;1;242
RemoveObject;(24, 17);0;;(21, 12);0;1;243
RemoveObject;(24, 17);0;;(21, 12);0;1;244
RemoveObject;(24, 17);0;;(21, 12);0;1;245
RemoveObject;(24, 17);0;;(21, 12);0;1;246
RemoveObject;(24, 17);0;;(21, 12);0;1;247
RemoveObject;(24, 17);0;;(21, 12);0;1;248
RemoveObject;(24, 17);0;;(21, 12);0;1;249
RemoveObject;(24, 17);0;;(21, 12);0;1;250
RemoveObject;(24, 17);0;MoveEast;(21, 12);0;1;251
RemoveObject;(24, 17);0;MoveEast;(22, 12);0;1;252
RemoveObject;(24, 17);0;;(22, 12);0;1;253
RemoveObject;(24, 17);0;;(22, 12);0;1;254
RemoveObject;(24, 17);0;;(22, 12);0;1;255
RemoveObject;(24, 17);0;;(22, 12);0;1;256
RemoveObject;(24, 17);0;MoveSouth;(22, 12);0;1;257
RemoveObject;(24, 17);0;MoveSouth;(22, 13);0;1;258
RemoveObject;(24, 17);0;;(22, 13);0;1;259
RemoveObject;(24, 17);0;;(22, 13);0;1;260
RemoveObject;(24, 17);0;MoveSouth;(22, 13);0;1;261
RemoveObject;(24, 17);0;MoveSouth;(22, 14);0;1;262
RemoveObject;(24, 17);0;;(22, 14);0;1;263
RemoveObject;(24, 17);0;MoveSouth;(22, 14);0;1;264
RemoveObject;(24, 17);0;MoveSouth;(22, 15);0;1;265
RemoveObject;(24, 17);0;;(22, 15);0;1;266
RemoveObject;(24, 17);0;MoveSouth;(22, 15);0;1;267
RemoveObject;(24, 17);0;MoveSouth;(22, 16);0;1;268
RemoveObject;(24, 17);0;MoveSouth;(22, 16);0;1;269
RemoveObject;(24, 17);0;MoveSouth;(22, 17);0;1;270
RemoveObject;(24, 17);0;;(22, 17);0;1;271
RemoveObject;(24, 17);0;MoveSouth;(22, 17);0;1;272
RemoveObject;(24, 17);0;MoveSouth;(22, 17);0;1;273
RemoveObject;(24, 17);0;;(22, 17);0;1;274
RemoveObject;(24, 17);0;;(22, 17);0;1;275
RemoveObject;(24, 17);0;;(22, 17);0;1;276
RemoveObject;(24, 17);0;;(22, 17);0;1;277
RemoveObject;(24, 17);0;;(22, 17);0;1;278
RemoveObject;(24, 17);0;;(22, 17);0;1;279
RemoveObject;(24, 17);0;;(22, 17);0;1;280
RemoveObject;(24, 17);0;;(22, 17);0;1;281
RemoveObject;(24, 17);0;;(22, 17);0;1;282
RemoveObject;(24, 17);0;;(22, 17);0;1;283
RemoveObject;(24, 17);0;;(22, 17);0;1;284
RemoveObject;(24, 17);0;;(22, 17);0;1;285
RemoveObject;(24, 17);0;;(22, 17);0;1;286
RemoveObject;(24, 17);0;;(22, 17);0;1;287
RemoveObject;(24, 17);0;;(22, 17);0;1;288
RemoveObject;(24, 17);0;;(22, 17);0;1;289
RemoveObject;(24, 17);0;;(22, 17);0;1;290
RemoveObject;(24, 17);0;;(22, 17);0;1;291
;(24, 17);0;;(22, 17);0;1;292
MoveSouth;(24, 18);0;;(22, 17);0;1;293
MoveSouthWest;(23, 19);0;;(22, 17);0;1;294
;(23, 19);0;;(22, 17);0;1;295
MoveSouth;(23, 20);0;;(22, 17);0;1;296
;(23, 20);0;;(22, 17);0;1;297
MoveNorthEast;(24, 19);0;;(22, 17);0;1;298
;(24, 19);0;;(22, 17);0;1;299
MoveSouth;(24, 20);0;;(22, 17);0;1;300
;(24, 20);0;MoveWest;(22, 17);0;1;301
MoveNorthEast;(25, 19);0;MoveWest;(21, 17);0;1;302
;(25, 19);0;;(21, 17);0;1;303
MoveSouth;(25, 20);0;;(21, 17);0;1;304
;(25, 20);0;MoveWest;(21, 17);0;1;305
MoveNorthEast;(26, 19);0;MoveWest;(20, 17);0;1;306
;(26, 19);0;;(20, 17);0;1;307
MoveSouth;(26, 20);0;MoveWest;(20, 17);0;1;308
;(26, 20);0;MoveWest;(19, 17);0;1;309
;(26, 20);0;;(19, 17);0;1;310
MoveWest;(26, 20);0;MoveWest;(19, 17);0;1;311
MoveWest;(26, 20);0;MoveWest;(18, 17);0;1;312
MoveWest;(26, 20);0;MoveWest;(18, 17);0;1;313
MoveWest;(26, 20);0;MoveWest;(17, 17);0;1;314
MoveWest;(26, 20);0;;(17, 17);0;1;315
MoveWest;(26, 20);0;;(17, 17);0;1;316
MoveWest;(26, 20);0;MoveWest;(17, 17);0;1;317
MoveWest;(25, 20);0;MoveWest;(16, 17);0;1;318
;(25, 20);0;;(16, 17);0;1;319
;(25, 20);0;MoveWest;(16, 17);0;1;320
;(25, 20);0;MoveWest;(15, 17);0;1;321
;(25, 20);0;;(15, 17);0;1;322
;(25, 20);0;MoveWest;(15, 17);0;1;323
;(25, 20);0;MoveWest;(14, 17);0;1;324
;(25, 20);0;;(14, 17);0;1;325
;(25, 20);0;MoveWest;(14, 17);0;1;326
;(25, 20);0;MoveWest;(13, 17);0;1;327
;(25, 20);0;;(13, 17);0;1;328
;(25, 20);0;;(13, 17);0;1;329
;(25, 20);0;;(13, 17);0;1;330
;(25, 20);0;;(13, 17);0;1;331
;(25, 20);0;;(13, 17);0;1;332
;(25, 20);0;;(13, 17);0;1;333
;(25, 20);0;;(13, 17);0;1;334
;(25, 20);0;;(13, 17);0;1;335
;(25, 20);0;;(13, 17);0;1;336
;(25, 20);0;;(13, 17);0;1;337
;(25, 20);0;;(13, 17);0;1;338
;(25, 20);0;;(13, 17);0;1;339
;(25, 20);0;;(13, 17);0;1;340
;(25, 20);0;;(13, 17);0;1;341
;(25, 20);0;;(13, 17);0;1;342
;(25, 20);0;;(13, 17);0;1;343
;(25, 20);0;;(13, 17);0;1;344
;(25, 20);0;;(13, 17);0;1;345
;(25, 20);0;;(13, 17);0;1;346
;(25, 20);0;;(13, 17);0;1;347
;(25, 20);0;;(13, 17);0;1;348
;(25, 20);0;;(13, 17);0;1;349
;(25, 20);0;;(13, 17);0;1;350
;(25, 20);0;;(13, 17);0;1;351
;(25, 20);0;;(13, 17);0;1;352
;(25, 20);0;;(13, 17);0;1;353
;(25, 20);0;;(13, 17);0;1;354
;(25, 20);0;;(13, 17);0;1;355
;(25, 20);0;;(13, 17);0;1;356
;(25, 20);0;;(13, 17);0;1;357
;(25, 20);0;;(13, 17);0;1;358
;(25, 20);0;;(13, 17);0;1;359
;(25, 20);0;;(13, 17);0;1;360
;(25, 20);0;;(13, 17);0;1;361
;(25, 20);0;;(13, 17);0;1;362
GrabObject;(25, 20);0;;(13, 17);0;1;363
GrabObject;(25, 20);0;;(13, 17);0;1;364
GrabObject;(25, 20);0;;(13, 17);0;1;365
GrabObject;(25, 20);0;;(13, 17);0;1;366
GrabObject;(25, 20);0;;(13, 17);0;1;367
GrabObject;(25, 20);0;;(13, 17);0;1;368
GrabObject;(25, 20);0;;(13, 17);0;1;369
GrabObject;(25, 20);0;;(13, 17);0;1;370
GrabObject;(25, 20);0;MoveSouth;(13, 17);0;1;371
GrabObject;(25, 20);0;MoveSouth;(13, 18);0;1;372
GrabObject;(25, 20);0;;(13, 18);0;1;373
GrabObject;(25, 20);0;MoveSouth;(13, 18);0;1;374
GrabObject;(25, 20);0;MoveSouth;(13, 19);0;1;375
GrabObject;(25, 20);0;;(13, 19);0;1;376
GrabObject;(25, 20);0;;(13, 19);0;1;377
GrabObject;(25, 20);0;;(13, 19);0;1;378
GrabObject;(25, 20);0;;(13, 19);0;1;379
GrabObject;(25, 20);0;;(13, 19);0;1;380
GrabObject;(25, 20);0;;(13, 19);0;1;381
GrabObject;(25, 20);0;;(13, 19);0;1;382
GrabObject;(25, 20);0;;(13, 19);0;1;383
GrabObject;(25, 20);0;;(13, 19);0;1;384
GrabObject;(25, 20);0;;(13, 19);0;1;385
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;386
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;387
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;388
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;389
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;390
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;391
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;392
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;393
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;394
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;395
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;396
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;397
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;398
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;399
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;400
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;401
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;402
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;403
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;404
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;405
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;406
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;407
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;408
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;409
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;410
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;411
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;412
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;413
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;414
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;415
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;416
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;417
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;418
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;419
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;420
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;421
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;422
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;423
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;424
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;425
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;426
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;427
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;428
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;429
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;430
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;431
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;432
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;433
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;434
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;435
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;436
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;437
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;438
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;439
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;440
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;441
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;442
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;443
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;444
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;445
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;446
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;447
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;448
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;449
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;450
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;451
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;452
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;453
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;454
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;455
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;456
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;457
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;458
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;459
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;460
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;461
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;462
GrabObject;(25, 20);0;RemoveObject;(13, 19);0;1;463
MoveNorth;(25, 20);0;RemoveObject;(13, 19);0;1;464
MoveNorth;(25, 20);0;RemoveObject;(13, 19);0;1;465
MoveNorth;(25, 20);0;RemoveObject;(13, 19);0;1;466
MoveNorth;(25, 20);0;RemoveObject;(13, 19);0;1;467
MoveNorth;(25, 20);0;RemoveObject;(13, 19);0;1;468
MoveNorth;(25, 20);0;RemoveObject;(13, 19);0;1;469
MoveNorth;(25, 20);0;RemoveObject;(13, 19);0;1;470
MoveNorth;(25, 19);0;RemoveObject;(13, 19);0;1;471
MoveNorthWest;(25, 19);0;RemoveObject;(13, 19);0;1;472
MoveNorthWest;(25, 19);0;RemoveObject;(13, 19);0;1;473
MoveNorthWest;(25, 19);0;RemoveObject;(13, 19);0;1;474
MoveNorthWest;(25, 19);0;RemoveObject;(13, 19);0;1;475
MoveNorthWest;(25, 19);0;RemoveObject;(13, 19);0;1;476
MoveNorthWest;(25, 19);0;RemoveObject;(13, 19);0;1;477
MoveNorthWest;(25, 19);0;RemoveObject;(13, 19);0;1;478
MoveNorthWest;(24, 18);0;RemoveObject;(13, 19);0;1;479
MoveNorthWest;(24, 18);0;RemoveObject;(13, 19);0;1;480
MoveNorthWest;(24, 18);0;RemoveObject;(13, 19);0;1;481
MoveNorthWest;(24, 18);0;RemoveObject;(13, 19);0;1;482
MoveNorthWest;(24, 18);0;RemoveObject;(13, 19);0;1;483
MoveNorthWest;(24, 18);0;RemoveObject;(13, 19);0;1;484
MoveNorthWest;(24, 18);0;RemoveObject;(13, 19);0;1;485
MoveNorthWest;(24, 18);0;RemoveObject;(13, 19);0;1;486
MoveNorthWest;(23, 17);0;RemoveObject;(13, 19);0;1;487
MoveWest;(23, 17);0;RemoveObject;(13, 19);0;1;488
MoveWest;(23, 17);0;RemoveObject;(13, 19);0;1;489
MoveWest;(23, 17);0;RemoveObject;(13, 19);0;1;490
